SessionID,AdClicks,InfoSectionCount,InfoSectionTime,HelpPageVisits,HelpPageTime,ItemBrowseCount,ItemBrowseTime,ExitRateFirstPage,SessionExitRatio,PageEngagementScore,HolidayProximityIndex,VisitMonth,UserPlatformID,WebClientCode,MarketZone,TrafficSourceCode,UserCategory,IsWeekendVisit,MonetaryConversion
cm5h4Jiv5AV8bhDG,2.0,0.0,0.0,0.0,0.0,8.0,607.0,0.0375,0.0625,0.0,,March,Windows,Safari,North America,3.0,Returning,False,No
6eu4tZGa2kjUFq79,4.0,0.0,0.0,0.0,0.0,2.0,31.0,0.0,0.05,0.0,0.0,March,Android,Chrome,Oceania,2.0,Returning,False,No
ETReegORrrKALBdh,3.0,0.0,0.0,0.0,0.0,16.0,1027.657143,0.0125,0.01875,0.0,0.0,March,Windows,Safari,North America,3.0,Returning,False,No
KTQzY8AI4Xz3v64U,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,March,Android,Chrome,Oceania,,Returning,False,No
Oq9L5z0m2dDTpYpL,0.0,0.0,0.0,0.0,0.0,8.0,196.5,0.0,0.025,0.0,0.0,March,Android,Chrome,North America,10.0,Returning,False,No
rSapEEd0A18sBMT8,0.0,4.0,1521.0,2.0,64.0,30.0,2284.687302,0.019354839,0.042741935,2.304322581,,March,Android,Chrome,North America,1.0,Returning,False,No
YalJVjHVRMxG3se7,0.0,13.0,112.2666667,0.0,0.0,49.0,1503.490909,0.0,0.003508772,0.0,0.0,March,Android,Chrome,Europe,2.0,New,False,No
vQiZaHJXTzsu6QLz,,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,March,Android,Chrome,North America,10.0,Returning,False,No
0qKRmWaEudlyABUC,2.0,3.0,150.0,0.0,0.0,12.0,271.3333333,0.0,0.014285714,0.0,0.0,March,Windows,Safari,South America,2.0,New,False,No
QC3NUSUOTeDtllnA,,0.0,0.0,0.0,0.0,6.0,97.33333333,0.0,0.041666667,0.0,0.0,March,Windows,Chrome,North America,2.0,Returning,True,No
EQvnjVuYClzoZqhw,4.0,0.0,0.0,0.0,0.0,5.0,161.3333333,0.0,0.05,0.0,0.0,March,Windows,Safari,North America,3.0,Returning,False,No
e7ljQRBcEKT4xzpy,3.0,0.0,0.0,4.0,32.5,7.0,67.0,0.0,0.022222222,0.0,0.0,March,Android,Chrome,North America,8.0,New,False,No
kctfbf7gGE9dS7AC,1.0,0.0,0.0,0.0,0.0,34.0,1006.257576,0.0,0.015196078,0.0,0.0,March,Android,Chrome,Oceania,3.0,Returning,False,No
lDkIMVncOKHFsPe3,0.0,4.0,167.5,0.0,0.0,22.0,869.9,0.0,0.026388889,33.53327578,0.0,March,Android,Samsung Internet,South America,10.0,Returning,False,Yes
rZchlMHkEp0d78Zj,4.0,4.0,57.0,1.0,0.0,19.0,479.8666667,0.0,0.018181818,0.0,0.0,March,MacOS,,North America,2.0,Returning,False,No
j6IE7IDkdpq8JSWR,3.0,5.0,345.0,0.0,0.0,7.0,229.5,0.03,0.026666667,0.0,0.0,March,iOS,Chrome,South America,2.0,Returning,False,No
33PbhdQsz4IqXWC2,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,March,Windows,,Oceania,2.0,Returning,True,No
RzK8nqhcNb87Pfsi,,0.0,0.0,0.0,0.0,20.0,606.0,0.0,0.011111111,0.0,0.0,March,Android,Chrome,Middle East,1.0,Returning,False,No
U8P7jE7tilkm7Vq5,0.0,11.0,267.1666667,0.0,0.0,39.0,881.4416667,0.004166667,0.011458333,20.11751289,0.0,March,Android,Chrome,Asia-Pacific,1.0,New,False,No
zCv5kGa2TWaPG4Th,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,March,iOS,Chrome,Asia-Pacific,9.0,Returning,True,No
QN7jqX5O1i3D1O3D,2.0,3.0,123.0,0.0,0.0,8.0,371.6666667,0.0,0.011111111,0.0,0.0,March,iOS,Chrome,South America,2.0,New,False,No
CFpaFpK6WuCVhjGv,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,March,Android,Chrome,North America,1.0,Returning,False,No
sgFtxz1N09UBU8K3,1.0,3.0,1373.5,0.0,0.0,43.0,2798.07381,0.0,0.010971006,2.915511628,0.0,March,Android,Samsung Internet,Europe,3.0,Returning,False,No
ip2MNCmrxDMYbSfO,1.0,5.0,29.0,0.0,0.0,4.0,12.0,0.0,0.033333333,0.0,0.0,March,MacOS,Safari,North America,8.0,New,True,No
R6JJKqXneRdQdmhY,0.0,0.0,0.0,0.0,0.0,42.0,1185.666667,0.0,0.004761905,0.0,0.0,March,Android,Chrome,North America,1.0,Returning,False,No
h4LrliRIiXWGkF5f,4.0,0.0,0.0,0.0,0.0,2.0,60.0,0.0,0.05,0.0,0.0,March,iOS,Chrome,Asia-Pacific,1.0,Returning,False,No
PMqgnGYTodxMJIEi,0.0,8.0,29.5,0.0,0.0,89.0,6770.274267,0.006315789,0.030125313,0.0,0.0,March,Android,Chrome,Asia-Pacific,1.0,Returning,False,No
tuS3L2IfR9pCaolW,0.0,0.0,0.0,0.0,0.0,5.0,337.25,0.0,0.02,0.0,0.0,March,Android,Chrome,Europe,10.0,Returning,False,No
JMDnEk4zhkHEOVMS,2.0,0.0,0.0,0.0,0.0,13.0,323.9166667,0.0,0.008333333,35.8370931,0.0,March,Windows,Safari,South America,10.0,Returning,False,Yes
qMOlBmHAu4uxLxJK,2.0,5.0,79.33333333,3.0,242.0555556,,,0.006818182,0.018519814,62.16886364,0.0,March,iOS,Chrome,Middle East,2.0,Returning,False,No
tcL5fUKgFzwbO2e2,3.0,0.0,0.0,0.0,0.0,,,0.2,0.2,0.0,,March,iOS,Chrome,Asia-Pacific,3.0,Returning,False,No
vVDoxaXrSAhfU5Dh,3.0,0.0,0.0,0.0,0.0,4.0,148.5,0.05,0.083333333,0.0,,March,Windows,Safari,,1.0,Returning,True,No
gv1CiMjW3NRtg3HY,0.0,3.0,16.0,0.0,0.0,11.0,207.0,0.0,0.015384615,0.0,0.0,March,Android,Chrome,Europe,3.0,Returning,False,No
Lt8ueo1jh4WhZYQW,2.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.1,0.0,0.0,March,MacOS,Chrome,Europe,10.0,Returning,False,No
FzDtJut7D6vfxAzM,1.0,0.0,0.0,0.0,0.0,6.0,53.0,0.0,0.06,0.0,0.0,March,Android,Chrome,Oceania,,Returning,True,No
FmcNeXwfhW5CSSUT,1.0,2.0,33.0,0.0,0.0,9.0,354.0,0.0,0.02,0.0,0.0,March,iOS,Chrome,North America,3.0,New,False,No
jGQRmuO9FUk66Fwh,3.0,3.0,139.0,0.0,0.0,10.0,277.1428571,0.0,0.007692308,0.0,0.0,March,iOS,Chrome,North America,2.0,Returning,True,No
D1lJ4cxARR3cyCSX,0.0,2.0,47.0,0.0,0.0,17.0,411.625,0.0,0.023529412,0.0,0.0,March,Android,Chrome,South America,3.0,Returning,False,No
TVqreEx2HM20bnqh,0.0,0.0,0.0,0.0,0.0,16.0,392.1428571,0.00625,0.027205882,0.0,0.0,March,iOS,Chrome,North America,2.0,Returning,False,No
WqQgeRSbRo73dLsT,1.0,1.0,54.5,0.0,0.0,68.0,3135.517677,0.003361345,0.01146836,4.095288919,0.0,March,Windows,Safari,Europe,1.0,Returning,False,No
LnHyajoYBdxRlPZo,0.0,14.0,272.5,2.0,52.25,55.0,1127.288305,0.003125,0.014499164,0.0,0.0,March,iOS,Chrome,Oceania,1.0,Returning,False,No
wMwZn4XmPnuYSgFr,1.0,0.0,0.0,0.0,0.0,25.0,954.4702381,0.0,0.012742857,0.0,0.0,March,iOS,Chrome,North America,1.0,Returning,True,No
JXQ8IVrB8OGfknus,1.0,0.0,0.0,0.0,0.0,33.0,3506.166667,0.0,0.025,0.0,,March,Windows,Safari,North America,1.0,Returning,True,No
mqEoI7uUU9LcXb0a,1.0,0.0,0.0,0.0,0.0,19.0,370.3809524,0.0,0.007894737,0.0,0.0,March,Windows,Safari,North America,2.0,Returning,False,No
d4VWpcwk4a5MAvtc,1.0,5.0,169.0,0.0,0.0,3.0,50.0,0.0,0.033333333,0.0,0.0,March,Windows,Safari,North America,9.0,New,False,No
rRwvJNbbLxaZjxpn,2.0,4.0,59.25,,,9.0,139.25,0.015384615,0.031538462,,0.0,March,iOS,Chrome,North America,2.0,Returning,False,No
Db1G0ai26nffoTmR,1.0,4.0,175.0,0.0,0.0,15.0,270.5,0.0,0.006666667,0.0,0.0,March,Windows,Safari,Oceania,2.0,Returning,False,No
RP72Qak6WM07VWpQ,3.0,0.0,0.0,0.0,0.0,9.0,321.0,0.033333333,0.085185185,0.0,0.0,March,Android,Firefox,Africa,1.0,Returning,False,No
FrC4AhcOs1kdCvc2,,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,March,Android,Chrome,North America,1.0,Returning,False,No
aAHbWDKqH61TrJ0h,3.0,4.0,159.0,0.0,0.0,3.0,64.75,0.0,0.014285714,0.0,0.0,March,Windows,Safari,North America,2.0,Returning,False,No
xlaIrIukC6T6BQ6z,2.0,0.0,0.0,0.0,0.0,4.0,26.5,0.0,0.05,0.0,0.0,March,Android,Chrome,Other,2.0,Returning,True,No
S3sj1FyXyK57TP0w,3.0,0.0,0.0,0.0,0.0,14.0,927.2777778,0.0,0.014285714,0.0,0.0,March,Android,Chrome,,2.0,Returning,False,No
OGowka5UsOoCl8sW,4.0,0.0,0.0,0.0,0.0,7.0,141.1666667,0.0,0.007142857,0.0,0.0,March,iOS,Chrome,Asia-Pacific,1.0,Returning,False,No
lvhoTefVR9gEa4Rd,0.0,11.0,247.3333333,2.0,369.0,90.0,7221.0,0.001030928,0.003917526,13.46406308,0.0,March,Android,Chrome,Asia-Pacific,8.0,Returning,False,Yes
s2YQosaflaymnNUv,2.0,0.0,0.0,0.0,0.0,12.0,218.5,0.0,0.045833333,0.0,0.0,March,Windows,Safari,South America,2.0,Returning,False,No
T7Tuu2eWNJDUAIGr,1.0,2.0,78.33333333,0.0,0.0,12.0,262.5,0.028571429,0.033333333,0.0,0.0,March,,Safari,North America,1.0,Returning,False,No
hdADqXm95NzUlnLV,1.0,0.0,0.0,0.0,0.0,17.0,469.4166667,0.0,0.011764706,0.0,0.0,March,Windows,Safari,Europe,2.0,Returning,False,No
7RRX8s1gYrWtqWKn,,1.0,16.0,0.0,0.0,27.0,1240.916667,0.0,0.009259259,28.39335492,0.0,March,Android,Chrome,Asia-Pacific,1.0,Returning,False,Yes
dMKOVigfaaieJWtj,2.0,1.0,8.0,0.0,0.0,5.0,143.5,0.0,0.011111111,0.0,0.0,March,iOS,Chrome,Europe,3.0,New,True,No
EC191wxbUQ6I6A3d,1.0,0.0,0.0,0.0,0.0,7.0,101.0,0.028571429,0.057142857,0.0,0.0,March,Android,Firefox,North America,3.0,Returning,False,No
s6V3OBiTs2IP46uS,4.0,5.0,267.5,0.0,0.0,5.0,62.5,0.022222222,0.044444444,0.0,0.0,March,Android,Chrome,,3.0,New,True,No
dsx2u7QN8h02RHJZ,0.0,1.0,14.0,0.0,0.0,,,0.0,0.04,0.0,0.0,March,Windows,Safari,Asia-Pacific,1.0,Returning,True,No
V2G0ZV3EN6SDpaWh,,0.0,0.0,0.0,0.0,6.0,104.0,0.0,0.033333333,0.0,0.0,March,iOS,Chrome,Oceania,,Returning,False,No
ijWDHADbaqmSK6cx,2.0,2.0,17.0,0.0,0.0,15.0,1349.0,0.0,0.005882353,0.0,0.0,March,Android,Chrome,North America,1.0,Returning,False,No
ftJ4sC3zKY9K5QHr,1.0,1.0,12.0,0.0,0.0,11.0,331.25,0.016666667,0.033333333,0.0,0.0,March,Android,Chrome,,2.0,Returning,True,No
y2ttBeUOoCcfx8lk,3.0,5.0,114.75,0.0,0.0,8.0,301.5,0.0,0.018181818,0.0,0.0,March,Android,Edge,,2.0,Returning,True,No
gdcqhafwRSwu0WYF,4.0,0.0,0.0,0.0,0.0,8.0,157.5714286,0.0,0.025,0.0,0.0,March,iOS,Chrome,Europe,3.0,Returning,False,No
Z55C8CTCyaTvVwTH,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,March,Windows,Safari,South America,,Returning,True,No
hIXmalwZ2Dybdvrx,1.0,0.0,0.0,0.0,0.0,19.0,224.9583333,0.0,0.010526316,0.0,0.0,March,Windows,Safari,North America,2.0,Returning,False,No
1RuKdMRvkKeD785y,4.0,1.0,10.0,0.0,0.0,39.0,1152.5,0.011965812,0.017802198,0.0,0.0,March,iOS,Chrome,North America,3.0,Returning,False,No
cqTYABAMJugutGih,3.0,10.0,164.5,1.0,3.0,61.0,2292.679762,0.0,0.009552239,0.0,0.0,March,Android,Chrome,North America,1.0,Returning,False,No
hQDiynQ8o6yu0ypk,3.0,0.0,0.0,0.0,0.0,9.0,329.0,,0.044444444,0.0,0.0,March,Android,Chrome,Asia-Pacific,1.0,Returning,False,No
K3oSpjz6aq6sZY6c,0.0,0.0,0.0,0.0,0.0,8.0,111.6666667,0.0,0.025,0.0,0.0,March,Android,Chrome,North America,1.0,Returning,False,No
Nj8nQjrvBuWiUqJu,4.0,0.0,0.0,0.0,0.0,15.0,1074.428571,0.015384615,0.021538462,0.0,0.0,March,iOS,Chrome,,1.0,,False,No
nhh8uAgUbFYhJM1J,4.0,,,0.0,0.0,32.0,1080.047619,0.0,0.01015625,0.0,0.0,March,Android,Chrome,Oceania,2.0,Returning,False,No
dxWt5hFawUVDFGUt,2.0,4.0,387.5,0.0,0.0,,,0.007692308,0.026089744,0.0,0.0,March,Windows,Safari,Middle East,10.0,Returning,False,No
hSK11BlafmULTlW1,3.0,2.0,123.0,0.0,0.0,14.0,239.0,0.0,0.0125,0.0,0.0,March,Android,Chrome,North America,2.0,New,True,No
3dwfbggoOcusCwEY,3.0,4.0,272.5,0.0,0.0,14.0,279.9,0.0,0.028571429,0.0,0.0,March,Windows,Safari,Asia-Pacific,10.0,New,False,No
rtQZLKDWape5rzVD,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,March,Android,Chrome,,11.0,Returning,False,No
RDnaejfWmEWy9Nv4,1.0,0.0,0.0,0.0,0.0,15.0,1674.0,0.0,0.04,0.0,0.0,March,Android,Chrome,,1.0,Returning,False,No
dho41KRmelGFExnS,3.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.066666667,0.0,0.0,March,Android,Edge,Asia-Pacific,1.0,Returning,True,No
O3BYZqvFACfIr7Lo,1.0,0.0,0.0,0.0,0.0,22.0,480.9666667,0.004848485,0.026652893,0.0,0.0,March,Android,Chrome,South America,3.0,Returning,False,No
vm0le7vHkQRWlP1A,2.0,0.0,0.0,0.0,0.0,3.0,62.0,0.0,0.066666667,0.0,0.0,March,Android,Chrome,North America,1.0,Returning,False,No
sJyZZT2ruzbbnF1r,0.0,4.0,320.5,0.0,0.0,23.0,1841.171429,0.0,0.003913043,0.0,0.0,March,Windows,Safari,North America,2.0,New,True,No
c3ZC8yShuz3F6cqP,4.0,0.0,0.0,0.0,0.0,2.0,37.5,0.0,0.033333333,0.0,0.0,March,iOS,Chrome,South America,3.0,Returning,True,No
s4DdJIAomidRuaxq,1.0,2.0,35.0,0.0,0.0,11.0,131.3,0.0,0.015384615,0.0,0.0,March,Android,Chrome,North America,2.0,New,False,No
lo4EVqcQU8rzaQO0,1.0,0.0,0.0,0.0,0.0,2.0,92.0,0.0,0.1,0.0,0.0,March,Android,Chrome,Central America,1.0,Returning,False,No
GFUZWToqO3Iu5xCn,1.0,0.0,0.0,0.0,0.0,3.0,78.33333333,0.0,0.022222222,0.0,0.0,March,Android,Chrome,Oceania,11.0,Returning,False,No
8DXhyLjh1QoWrWKi,4.0,0.0,0.0,0.0,0.0,7.0,114.6,0.028571429,0.033333333,0.0,0.0,March,iOS,Chrome,North America,10.0,Returning,False,No
s761PCABj9HKk2s6,2.0,2.0,34.0,0.0,0.0,18.0,671.0,0.0,0.010526316,0.0,,March,iOS,Chrome,Asia-Pacific,11.0,New,True,No
SuRe5McjIRXQDs73,0.0,2.0,47.0,0.0,0.0,11.0,624.0,0.0,0.020512821,0.0,0.0,March,Android,Chrome,North America,1.0,Returning,False,No
aX0UD0Ab1jfr8Wru,1.0,2.0,11.0,3.0,123.3333333,34.0,448.75,0.021621622,0.048648649,0.0,0.0,March,Android,Opera,Middle East,1.0,Returning,False,No
0bKMzj45Ie7WhYcp,3.0,0.0,0.0,0.0,0.0,4.0,35.0,0.0,0.05,0.0,0.0,March,Android,Chrome,Other,3.0,Returning,False,No
xhi4fnSi516wNEp9,2.0,3.0,13.0,0.0,0.0,7.0,79.5,0.0,0.02,0.0,0.0,March,Android,Chrome,North America,8.0,New,True,No
SDq3Wp52cqGx8F5f,2.0,0.0,0.0,0.0,0.0,10.0,189.5,0.0,0.036666667,0.0,0.0,March,,Chrome,Asia-Pacific,3.0,Returning,False,No
fdoboXYl6G2R4Ytj,0.0,2.0,36.0,0.0,0.0,15.0,2190.666667,0.0,0.004444444,0.0,0.0,March,Android,Chrome,Asia-Pacific,8.0,Returning,False,No
n8ZEK5LlVY689KCL,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,March,Android,Chrome,Asia-Pacific,3.0,Returning,True,No
M2rQV5hqQv8uvDN7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,March,Windows,Safari,North America,1.0,Returning,False,No
qTEQ6Ira2rJTSaDI,3.0,0.0,0.0,0.0,0.0,5.0,672.5,0.0,0.04,0.0,0.0,March,Android,Chrome,North America,1.0,Returning,False,No
diylOJRd2pNTh2D7,4.0,3.0,33.0,0.0,0.0,67.0,2502.816667,0.006060606,0.011147186,0.0,0.0,March,MacOS,Safari,,10.0,Returning,False,No
UDfS3BHuI63RpHQw,1.0,7.0,97.0,6.0,281.5,83.0,1778.125214,0.007967033,0.019990486,6.626647741,0.0,March,Android,Chrome,Asia-Pacific,3.0,Returning,False,No
SBPp4JoI6JHMB6dL,4.0,0.0,0.0,0.0,0.0,4.0,49.5,0.05,0.075,0.0,0.0,March,iOS,Chrome,North America,1.0,Returning,False,No
x6Ax51BvPYYcDq5G,0.0,0.0,0.0,0.0,0.0,12.0,261.0,0.033333333,0.083333333,0.0,0.0,March,Android,Chrome,Oceania,1.0,Returning,False,No
eQkpzhYPXH1ELXZ4,1.0,1.0,37.0,0.0,0.0,12.0,663.5,0.0,0.016666667,10.83431037,0.0,March,iOS,Chrome,Middle East,8.0,New,False,Yes
NbkcP58IPlZIubUd,,4.0,55.0,0.0,0.0,16.0,284.9,0.003333333,0.033333333,18.8649,0.0,March,Windows,Safari,Europe,10.0,Returning,False,No
Wwtu4QTXtOUyvukT,4.0,0.0,0.0,0.0,0.0,7.0,236.0,0.057142857,0.085714286,0.0,,March,Android,Chrome,Asia-Pacific,2.0,Returning,False,No
ypQjgFbsbf4FvCJo,3.0,3.0,26.0,0.0,0.0,19.0,576.0833333,0.009090909,0.018181818,30.65045455,0.0,March,Android,Chrome,Europe,1.0,Returning,True,Yes
XRgsknEyDHO1Gtnh,2.0,0.0,0.0,0.0,0.0,3.0,77.0,0.0,0.066666667,0.0,0.0,March,iOS,Samsung Internet,North America,9.0,Returning,True,No
KYhKPCoXEtFlmzxO,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,March,Android,Chrome,North America,1.0,Returning,False,No
BuCHjeWoNkOvIQ3o,1.0,0.0,0.0,0.0,0.0,3.0,79.0,,0.166666667,0.0,0.0,March,Windows,Safari,Asia-Pacific,3.0,Returning,False,No
jtu1BtUcLeFE8xAi,4.0,2.0,24.5,1.0,710.0,66.0,4566.952839,0.006470588,0.018141923,0.0,0.0,March,iOS,Chrome,Europe,2.0,Returning,False,No
dqjM1WkIG79doUtm,0.0,1.0,24.0,3.0,125.5,65.0,8646.0,0.0,0.011764706,0.0,0.0,March,Android,Chrome,North America,13.0,Returning,True,No
OvSpPwSp4V5HDPGu,2.0,0.0,0.0,0.0,0.0,17.0,600.5,0.0,0.005882353,0.0,0.0,March,Android,Chrome,Oceania,10.0,Returning,False,No
N4z1AbxOOHPJDPYb,0.0,0.0,0.0,0.0,0.0,21.0,434.5,0.0,0.023809524,0.0,0.0,March,Android,Chrome,Oceania,1.0,Returning,False,No
VqBh60BXDvxmR4Ws,1.0,1.0,0.0,0.0,0.0,35.0,499.4,0.011764706,0.028151261,,0.0,March,Android,Chrome,Asia-Pacific,1.0,Returning,True,No
oEpsUgwdfCmQSwxb,4.0,,,1.0,87.0,50.0,1694.797619,0.008928571,0.018154762,0.0,0.0,March,Windows,Safari,North America,,Returning,True,No
bvJvuBc7TrF4vOw3,0.0,1.0,123.0,0.0,0.0,7.0,181.5,0.0,0.025,64.7325,0.0,March,Android,Chrome,North America,2.0,New,True,Yes
VvbopTnM7eiEkyIe,3.0,3.0,308.0,0.0,0.0,54.0,1306.151974,0.003508772,0.012962963,0.0,0.0,March,Android,Chrome,South America,1.0,Returning,False,No
ItmNSV3Ll53HMz6L,3.0,0.0,0.0,0.0,0.0,6.0,75.0,0.0,0.016666667,0.0,0.0,March,Windows,Safari,North America,2.0,Returning,False,No
iGhUpZuRCtuL6QJ1,4.0,0.0,0.0,0.0,0.0,6.0,61.0,0.0,0.066666667,,0.0,March,,Edge,North America,3.0,Returning,False,No
GYTKdxdHLdGqwryg,3.0,0.0,0.0,0.0,0.0,12.0,1165.333333,0.004166667,0.043055556,0.0,0.0,March,Android,Chrome,,2.0,Returning,False,No
6ToOy8z1D2shtiRt,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,March,iOS,Chrome,Africa,1.0,Returning,False,No
9VDsA8EbPmN6WdbD,2.0,0.0,0.0,0.0,0.0,6.0,70.83333333,0.0,0.016666667,0.0,0.0,March,Android,Chrome,Central America,2.0,Returning,False,No
KDd0tbalUCNQi0Vi,1.0,5.0,72.5,0.0,0.0,31.0,649.3071429,0.0,0.001041667,35.10378279,0.0,March,Android,Vivaldi,Europe,2.0,Returning,True,Yes
VzbZIE12yPoiiMTc,1.0,1.0,21.0,1.0,61.0,49.0,1647.152381,0.0,0.0008,144.3934888,0.0,March,Android,Chrome,Oceania,2.0,Returning,True,Yes
23gjQb5RuDq3Groa,1.0,6.0,233.0833333,2.0,63.0,60.0,3135.442572,0.001666667,0.009358814,0.0,0.0,March,,Chrome,North America,10.0,Returning,False,No
51l5dAI3hQDDoNG6,3.0,0.0,0.0,0.0,0.0,9.0,181.3333333,0.02962963,0.055026455,0.0,0.0,March,Android,Chrome,North America,1.0,,False,No
D6bQGvbcCL2FKiSb,2.0,0.0,0.0,0.0,0.0,9.0,159.0,0.0,0.022222222,0.0,0.0,March,Android,Chrome,North America,2.0,Returning,True,No
hKm2lsRvkxC7vhut,1.0,4.0,315.0,0.0,0.0,8.0,465.8333333,0.0,0.024242424,0.0,0.0,March,iOS,Chrome,Asia-Pacific,3.0,Returning,True,No
t8m06o3o9G6yLbhx,,0.0,0.0,0.0,0.0,3.0,112.0,0.066666667,0.133333333,0.0,0.0,March,Android,Chrome,Oceania,10.0,Returning,False,No
dDfgKnAav59sFmgS,4.0,0.0,0.0,0.0,0.0,40.0,952.9666667,0.001666667,0.016666667,0.0,0.0,March,Windows,Safari,Europe,2.0,Returning,False,No
GJY2LzwoJVNI6BD0,4.0,0.0,0.0,0.0,0.0,8.0,372.8333333,0.0,0.0125,0.0,0.0,March,Windows,Safari,North America,1.0,Returning,False,No
VmIbw9xaeSSUWHHs,2.0,6.0,192.5,0.0,0.0,14.0,327.0,0.0,0.00625,0.0,0.0,March,Windows,Safari,North America,9.0,Returning,True,No
sGovNxIuX86Pigh7,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,March,Android,Chrome,Europe,1.0,Returning,False,No
f8FqEuO2IYoMrsMm,2.0,0.0,0.0,0.0,0.0,6.0,1057.0,0.0,0.033333333,0.0,0.0,March,Android,Edge,South America,1.0,Returning,False,No
XfopHHn8J2tWw8pi,2.0,,,0.0,0.0,3.0,12.0,0.0,0.066666667,0.0,0.0,March,Android,,North America,3.0,Returning,False,No
e553G5m3XtlBtUiW,3.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.066666667,0.0,0.0,March,iOS,Chrome,,2.0,Returning,True,No
hLbzuStdFFaMvG7g,1.0,3.0,43.5,0.0,0.0,30.0,2264.333333,0.0,0.010416667,0.0,0.0,March,Android,Chrome,North America,3.0,Returning,True,No
lwBYAP3rHJp6IAAq,,4.0,76.0,0.0,0.0,28.0,866.0,0.0,0.02183908,0.0,0.0,March,Android,,South America,1.0,Returning,False,No
UwnQEByHz96FNa1M,4.0,0.0,0.0,0.0,0.0,4.0,97.0,0.0,0.05,0.0,0.0,March,Android,Chrome,Europe,1.0,Returning,False,No
6ExuosiT5NGnwI2l,,0.0,0.0,0.0,0.0,17.0,701.5424242,0.013333333,0.026666667,0.0,0.0,March,Android,Chrome,,2.0,Returning,False,No
2rjey1UjHRwsvNKk,1.0,2.0,35.0,0.0,0.0,20.0,979.0833333,0.0,0.00952381,60.04549665,0.0,March,,Chrome,Asia-Pacific,2.0,Returning,False,Yes
GInyZ56UAe7RPEeN,1.0,3.0,13.0,0.0,0.0,28.0,324.7692308,0.0,0.001724138,0.0,0.0,March,Android,Chrome,North America,6.0,Returning,False,No
SIbyvgdyqVzQHnYV,,6.0,160.0952381,3.0,94.5,47.0,1682.870247,0.001333333,0.007891429,5.698642857,0.0,March,iOS,Chrome,Middle East,10.0,Returning,False,Yes
YBE2dcNzdHI7p7i2,1.0,,,0.0,0.0,9.0,210.0,0.044444444,0.055555556,0.0,0.0,March,Windows,,Asia-Pacific,3.0,Returning,False,No
usuKArpcetR6hpGQ,0.0,0.0,0.0,0.0,0.0,20.0,332.0,0.03,0.06,0.0,0.0,March,MacOS,Safari,Asia-Pacific,,Returning,False,No
qRvq3APVU8Tw91ua,0.0,1.0,45.0,0.0,0.0,13.0,1610.916667,0.0,0.007142857,0.0,0.0,March,Windows,,,3.0,New,True,No
611eek7bkKwZZzfs,2.0,4.0,177.1666667,0.0,0.0,50.0,1188.566667,0.007843137,0.018300654,0.0,0.0,March,Android,Chrome,Asia-Pacific,3.0,Returning,False,No
RKxvUtPDkjQQd81A,1.0,0.0,0.0,0.0,0.0,3.0,98.0,0.0,0.066666667,0.0,0.0,March,Android,Samsung Internet,Oceania,1.0,Returning,False,No
e7S8HBkCdWKj32dF,,0.0,0.0,1.0,36.33333333,38.0,1663.683333,0.005405405,0.022972973,0.0,,March,Android,Chrome,South America,1.0,Returning,False,No
v8vABugSUeO1Cjf8,1.0,4.0,43.5,0.0,0.0,,,0.001190476,0.010997732,0.0,0.0,March,MacOS,Firefox,North America,3.0,Returning,True,No
T2hOFCDLjmyJ0bDk,4.0,0.0,0.0,0.0,0.0,21.0,1003.0,0.0,0.008333333,0.0,0.0,March,Android,,North America,1.0,Returning,False,No
Jeak7zXqLPfbjOhz,4.0,0.0,0.0,0.0,0.0,3.0,69.0,0.0,0.066666667,0.0,0.0,March,Android,Chrome,Europe,6.0,Returning,False,No
AcmdAok1SCCsto9h,0.0,0.0,0.0,0.0,0.0,27.0,1199.725758,0.007407407,0.01691358,9.028406684,0.0,March,Windows,Safari,Europe,,Returning,False,No
FWu9DslwIoa9qHMs,4.0,0.0,0.0,0.0,0.0,34.0,1524.058333,0.019393939,0.025282904,11.77367361,0.0,March,iOS,Chrome,Asia-Pacific,1.0,Returning,False,No
